mot,cos_1978,jacc_1978,cos_1981,jacc_1981,cos_1988,jacc_1988,cos_1993,jacc_1993,drift_moyen
arrivée,0.5569,1.0,0.4767,1.0,0.4999,1.0,0.6021,1.0,0.5339
citer,0.4806,0.9474,0.613,0.9474,0.5866,0.8889,0.455,0.9474,0.5338
aéronautique,0.4814,0.8235,0.6413,0.8889,0.5172,0.75,0.495,0.9474,0.5337
grandeur,0.4882,0.75,0.4915,0.75,0.5536,1.0,0.6009,0.9474,0.5336
adulte,0.5297,0.9474,0.6393,0.9474,0.5644,0.8235,0.4002,0.8889,0.5334
lande,0.4909,1.0,0.5507,1.0,0.4884,1.0,0.6024,0.9474,0.5331
minier,0.5267,0.9474,0.5412,0.9474,0.5535,0.9474,0.511,0.9474,0.5331
redressement,0.3893,0.8889,0.6096,1.0,0.6586,1.0,0.4747,0.9474,0.533
célibataire,0.4743,0.9474,0.4708,1.0,0.6219,1.0,0.5637,1.0,0.5327
diviser,0.4772,1.0,0.5815,1.0,0.469,1.0,0.6014,1.0,0.5323
promotion,0.539,0.9474,0.5279,1.0,0.4844,1.0,0.5777,0.9474,0.5323
dizaine,0.4439,0.8889,0.6245,0.8889,0.6269,0.9474,0.4333,0.9474,0.5321
marseille,0.3606,1.0,0.5459,0.9474,0.5267,1.0,0.695,1.0,0.5321
stable,0.4242,0.8889,0.5616,1.0,0.5215,0.9474,0.6209,1.0,0.5321
potentiel,0.5173,0.8889,0.499,0.8889,0.5404,1.0,0.5708,0.9474,0.5319
avis,0.5358,1.0,0.5481,1.0,0.5066,1.0,0.5371,1.0,0.5319
sacrifier,0.4958,1.0,0.5616,1.0,0.5125,0.9474,0.5578,1.0,0.5319
diversité,0.4325,0.9474,0.6128,0.8889,0.5302,0.9474,0.5519,0.8889,0.5318
générosité,0.5241,1.0,0.6154,1.0,0.4449,1.0,0.5423,1.0,0.5317
million,0.4558,1.0,0.4402,1.0,0.6677,1.0,0.5632,1.0,0.5317
aucun,0.548,1.0,0.4472,1.0,0.5932,1.0,0.5384,1.0,0.5317
idéologie,0.4896,1.0,0.5074,0.8889,0.6302,1.0,0.4995,1.0,0.5317
valéry,0.4418,0.8889,0.5169,0.8889,0.6505,0.8889,0.5171,0.9474,0.5316
inévitable,0.4511,0.8889,0.5232,0.9474,0.5837,1.0,0.5679,1.0,0.5315
capacité,0.4716,1.0,0.5417,0.9474,0.5495,1.0,0.5625,1.0,0.5313
isère,0.5094,0.9474,0.4813,0.8889,0.6193,0.9474,0.515,0.8889,0.5313
aîné,0.5285,0.6667,0.5446,0.8235,0.4715,0.8889,0.5806,1.0,0.5313
hubert,0.3797,0.5714,0.6106,0.8889,0.5783,0.8889,0.5561,0.75,0.5312
conscience,0.4367,0.9474,0.4846,0.9474,0.614,1.0,0.5893,1.0,0.5311
utiliser,0.4642,1.0,0.5091,1.0,0.4645,1.0,0.6865,1.0,0.5311
demain,0.6224,1.0,0.507,1.0,0.5107,0.9474,0.4844,1.0,0.5311
concurrence,0.4946,0.9474,0.5243,0.9474,0.5786,1.0,0.526,0.8889,0.5309
comptable,0.449,0.8235,0.6801,0.8235,0.5567,0.8235,0.4373,0.6667,0.5308
pyrénées,0.5077,0.6667,0.6008,0.8235,0.5108,0.8235,0.5035,0.6667,0.5307
promettre,0.4686,1.0,0.5088,1.0,0.5041,0.9474,0.6383,1.0,0.53
mine,0.5282,0.75,0.5446,0.9474,0.5396,0.8235,0.5071,0.9474,0.5299
loyauté,0.4972,0.8889,0.4932,0.9474,0.6889,0.9474,0.4401,0.8235,0.5299
métropole,0.5133,0.8889,0.5436,1.0,0.6341,1.0,0.4274,0.9474,0.5296
réserve,0.5713,0.8889,0.5529,1.0,0.4238,0.9474,0.5697,0.9474,0.5294
effectif,0.4884,1.0,0.4589,1.0,0.5989,0.9474,0.5691,1.0,0.5288
prononcer,0.4074,0.9474,0.59,0.9474,0.635,0.9474,0.4823,0.9474,0.5287
gros,0.4046,0.9474,0.4781,1.0,0.5547,1.0,0.6764,1.0,0.5285
dire,0.5023,1.0,0.4755,1.0,0.5344,1.0,0.6009,1.0,0.5283
cantonal,0.4599,0.75,0.5005,0.75,0.5379,0.8889,0.6151,0.9474,0.5283
renouveau,0.6191,1.0,0.4756,1.0,0.5451,1.0,0.4734,1.0,0.5283
date,0.5784,1.0,0.5719,1.0,0.469,0.8889,0.4935,0.9474,0.5282
accroissement,0.4802,1.0,0.5759,1.0,0.4403,1.0,0.616,1.0,0.5281
intention,0.6383,1.0,0.5164,1.0,0.3699,1.0,0.5875,0.9474,0.528
personnalité,0.4741,0.9474,0.5321,1.0,0.6156,1.0,0.4895,1.0,0.5278
défaite,0.5182,0.75,0.4709,0.8889,0.581,1.0,0.5408,0.9474,0.5277
constamment,0.4984,0.75,0.4889,0.9474,0.6536,1.0,0.4685,0.8889,0.5274
dévoué,0.4009,0.8235,0.5458,0.75,0.5837,0.8889,0.5788,1.0,0.5273
situer,0.472,0.9474,0.5212,1.0,0.5554,1.0,0.5602,1.0,0.5272
mode,0.5424,1.0,0.5145,1.0,0.4706,0.9474,0.5811,1.0,0.5272
pratique,0.5516,1.0,0.5641,1.0,0.5373,1.0,0.455,1.0,0.527
illusion,0.487,0.8889,0.4612,0.9474,0.5713,1.0,0.5879,1.0,0.5269
productif,0.5383,0.9474,0.4766,0.9474,0.5816,0.9474,0.5112,0.9474,0.5269
forme,0.4138,1.0,0.5643,1.0,0.5603,1.0,0.5688,1.0,0.5268
rester,0.433,1.0,0.6473,1.0,0.527,1.0,0.5001,1.0,0.5268
secrétariat,0.4392,0.8235,0.5716,0.8235,0.5711,0.9474,0.5253,0.9474,0.5268
thème,0.4878,0.8889,0.5108,1.0,0.5632,0.9474,0.544,0.8889,0.5265
bâtiment,0.5219,1.0,0.4458,1.0,0.5365,1.0,0.6014,1.0,0.5264
francaise,0.518,0.6667,0.6278,0.5714,0.4131,0.8235,0.5469,0.75,0.5264
principal,0.4085,0.9474,0.5972,1.0,0.4688,0.9474,0.6302,1.0,0.5262
notion,0.4709,0.9474,0.5636,1.0,0.5711,1.0,0.4991,0.9474,0.5262
entreprendre,0.5033,1.0,0.6107,1.0,0.5295,0.9474,0.461,1.0,0.5261
saint,0.445,0.8889,0.5571,1.0,0.6068,0.9474,0.4951,1.0,0.526
vite,0.4157,0.8889,0.5529,1.0,0.6086,1.0,0.5263,0.9474,0.5259
rapidement,0.467,0.9474,0.4149,1.0,0.7321,1.0,0.4892,1.0,0.5258
expansion,0.3769,0.9474,0.5314,1.0,0.6606,1.0,0.5339,1.0,0.5257
destin,0.4527,1.0,0.6328,1.0,0.4989,0.8235,0.5182,0.9474,0.5256
fraternel,0.4903,0.8889,0.5088,0.9474,0.5423,0.8889,0.5603,1.0,0.5254
éprendre,0.4382,0.8889,0.5479,0.8235,0.6363,0.9474,0.4793,0.8235,0.5254
affaire,0.3757,1.0,0.5597,1.0,0.5232,1.0,0.6419,1.0,0.5251
décider,0.4362,0.9474,0.4883,1.0,0.6874,1.0,0.4869,1.0,0.5247
aménager,0.5513,0.9474,0.4543,0.8889,0.5562,0.9474,0.5366,0.9474,0.5246
actuel,0.404,1.0,0.6499,1.0,0.539,1.0,0.5055,1.0,0.5246
courant,0.418,1.0,0.5484,0.8889,0.5934,0.9474,0.5376,1.0,0.5244
transformer,0.3016,0.8235,0.5297,1.0,0.7031,1.0,0.5626,1.0,0.5243
milieu,0.4782,0.9474,0.5339,0.9474,0.5412,0.8889,0.5437,0.9474,0.5243
issu,0.4893,0.6667,0.6326,0.6667,0.4529,0.75,0.5217,0.9474,0.5241
mourir,0.4639,1.0,0.4585,1.0,0.6224,1.0,0.5505,0.9474,0.5238
neuf,0.4282,1.0,0.4655,0.9474,0.6282,1.0,0.5733,1.0,0.5238
technologie,0.5093,0.8235,0.5995,0.8235,0.476,1.0,0.5099,0.9474,0.5237
installer,0.3656,1.0,0.6045,1.0,0.4023,1.0,0.7218,1.0,0.5236
viticulture,0.5034,0.8235,0.4842,0.9474,0.5714,0.8889,0.5355,1.0,0.5236
dordogne,0.4198,0.9474,0.5196,0.9474,0.717,1.0,0.4374,0.9474,0.5234
matière,0.4569,1.0,0.6124,1.0,0.4765,1.0,0.5465,1.0,0.5231
fixer,0.4314,1.0,0.5079,0.9474,0.5897,1.0,0.562,1.0,0.5227
emile,0.3875,0.6667,0.5309,0.4615,0.724,0.8889,0.4481,0.75,0.5226
producteur,0.4245,0.9474,0.4949,0.9474,0.7145,1.0,0.4565,0.8889,0.5226
historique,0.5999,0.9474,0.5194,0.9474,0.5088,1.0,0.4617,1.0,0.5225
organisation,0.4828,1.0,0.4144,1.0,0.6066,1.0,0.5853,1.0,0.5223
équipe,0.4749,1.0,0.5139,1.0,0.57,1.0,0.5294,1.0,0.5221
budgétaire,0.4529,0.9474,0.5407,1.0,0.5646,1.0,0.5303,1.0,0.5221
affronter,0.571,1.0,0.5968,0.9474,0.4684,0.9474,0.4515,0.9474,0.5219
efficacement,0.453,0.8889,0.5701,1.0,0.5486,1.0,0.5162,1.0,0.5219
malade,0.4734,1.0,0.5963,1.0,0.5389,0.9474,0.4779,1.0,0.5216
avance,0.5277,0.8889,0.6601,1.0,0.4597,0.9474,0.4383,0.8889,0.5214
ouvrir,0.4841,0.8889,0.5572,0.8889,0.5577,0.9474,0.4868,1.0,0.5214
indemnité,0.4743,0.9474,0.535,1.0,0.4826,1.0,0.5932,1.0,0.5213
lancer,0.3902,1.0,0.6021,1.0,0.542,1.0,0.5504,1.0,0.5212
attitude,0.4923,0.9474,0.5245,1.0,0.5379,0.9474,0.5291,1.0,0.5209
étroite,0.502,0.8235,0.5412,0.8889,0.5245,0.75,0.5154,0.8235,0.5208
avantage,0.3849,0.9474,0.3992,0.8235,0.8025,0.9474,0.4963,0.9474,0.5207
mort,0.4526,0.8889,0.4944,0.8889,0.5585,0.8889,0.5775,0.9474,0.5207
côté,0.3994,1.0,0.6519,1.0,0.5433,1.0,0.4861,1.0,0.5202
insuffisance,0.4903,0.9474,0.5869,1.0,0.4607,1.0,0.5408,0.9474,0.5197
immédiat,0.4944,0.9474,0.5245,0.9474,0.5147,0.9474,0.5447,1.0,0.5196
réellement,0.5582,1.0,0.4869,1.0,0.5196,1.0,0.5135,1.0,0.5195
exception,0.4156,0.9474,0.3898,0.8889,0.6438,1.0,0.6286,1.0,0.5195
actuellement,0.4843,1.0,0.4211,0.9474,0.5725,1.0,0.5997,0.9474,0.5194
disposition,0.5024,1.0,0.5384,1.0,0.4931,0.75,0.5428,1.0,0.5192
pacifique,0.4124,0.9474,0.626,1.0,0.5583,0.9474,0.4801,1.0,0.5192
remplacer,0.5292,0.75,0.4827,0.8889,0.5111,0.8889,0.5535,0.9474,0.5191
crise,0.4818,1.0,0.5623,1.0,0.5937,1.0,0.4382,0.9474,0.519
revenir,0.4641,0.9474,0.475,1.0,0.6052,1.0,0.531,1.0,0.5188
lourd,0.4017,0.9474,0.4516,1.0,0.5661,0.9474,0.6556,1.0,0.5188
évolution,0.5747,1.0,0.4922,1.0,0.5238,0.9474,0.4842,1.0,0.5187
rénover,0.4452,1.0,0.7201,1.0,0.5444,1.0,0.3648,0.8889,0.5186
constructif,0.5185,0.8889,0.5059,0.8889,0.565,0.8889,0.4843,0.9474,0.5184
consommateur,0.3819,1.0,0.6248,1.0,0.6033,1.0,0.4627,1.0,0.5182
léon,0.4717,0.5714,0.4987,0.8889,0.5432,0.8889,0.5565,0.9474,0.5176
expression,0.4011,0.9474,0.5926,0.9474,0.5439,1.0,0.5319,0.9474,0.5174
écouter,0.6293,0.9474,0.5049,0.9474,0.4588,0.8235,0.476,0.9474,0.5173
bordeaux,0.5528,0.8889,0.51,0.8889,0.5665,0.8889,0.4399,0.8889,0.5173
mener,0.3727,0.9474,0.5208,1.0,0.4942,0.9474,0.681,1.0,0.5171
bâtir,0.5332,1.0,0.4733,0.9474,0.4879,0.9474,0.5733,0.9474,0.5169
structure,0.5923,0.9474,0.5224,0.8235,0.4092,0.8235,0.5437,0.9474,0.5169
objet,0.5074,1.0,0.4078,1.0,0.6239,1.0,0.528,1.0,0.5168
soir,0.5213,1.0,0.582,1.0,0.5234,1.0,0.4386,1.0,0.5163
proposer,0.5515,0.9474,0.5278,1.0,0.5546,1.0,0.4309,0.9474,0.5162
capital,0.5077,0.9474,0.4208,0.9474,0.559,1.0,0.5772,1.0,0.5162
étranger,0.3567,1.0,0.5001,1.0,0.5562,1.0,0.6515,1.0,0.5161
essentiel,0.468,0.9474,0.6441,1.0,0.4479,1.0,0.504,1.0,0.516
désirer,0.4438,1.0,0.5241,1.0,0.5681,1.0,0.5273,1.0,0.5158
fondamental,0.4271,0.9474,0.4501,1.0,0.5781,0.8889,0.607,1.0,0.5156
lieu,0.565,1.0,0.5438,0.9474,0.4673,1.0,0.4859,1.0,0.5155
présidence,0.4227,1.0,0.6037,0.8889,0.5722,0.9474,0.462,0.8235,0.5152
tenter,0.516,1.0,0.4308,1.0,0.5166,1.0,0.5971,1.0,0.5151
passer,0.4328,1.0,0.4883,1.0,0.5345,1.0,0.6023,1.0,0.5145
propriété,0.3955,0.8235,0.3773,0.8235,0.6751,1.0,0.609,1.0,0.5142
individu,0.3641,0.9474,0.5048,0.8235,0.5839,0.9474,0.6029,1.0,0.5139
apprentissage,0.5047,0.8889,0.4977,0.8235,0.5042,0.8889,0.5483,0.8889,0.5137
attribution,0.4455,1.0,0.5413,1.0,0.5257,0.9474,0.5413,0.9474,0.5135
metz,0.5736,0.9474,0.4531,0.9474,0.5276,0.8889,0.4997,0.8889,0.5135
hausse,0.3639,0.75,0.4452,0.8889,0.5831,0.9474,0.6611,0.9474,0.5134
moment,0.4894,1.0,0.5567,1.0,0.5508,1.0,0.4565,1.0,0.5134
entraîner,0.4568,0.8889,0.4767,0.9474,0.5196,0.9474,0.5993,1.0,0.5131
parisien,0.3904,0.75,0.5328,0.8235,0.7065,0.9474,0.4227,0.9474,0.5131
jacqueline,0.5346,1.0,0.4967,0.9474,0.483,1.0,0.5379,0.8889,0.513
prouver,0.4347,0.8889,0.6146,0.9474,0.5262,0.8889,0.4739,0.9474,0.5124
conserver,0.5219,0.9474,0.5434,0.8235,0.5536,0.8889,0.4306,0.9474,0.5124
recueillir,0.5635,1.0,0.4776,1.0,0.4922,0.9474,0.5156,1.0,0.5122
démunir,0.5221,0.9474,0.5075,0.8235,0.4518,1.0,0.5671,0.8889,0.5121
chiffre,0.5502,0.9474,0.4811,0.8889,0.5352,1.0,0.4814,0.9474,0.5119
encourager,0.4876,1.0,0.478,0.9474,0.4746,1.0,0.6073,1.0,0.5119
ménage,0.3918,1.0,0.5631,0.9474,0.5464,0.8889,0.5456,1.0,0.5117
maîtrise,0.47,0.8889,0.5344,0.8889,0.4932,0.9474,0.5488,0.9474,0.5116
bien,0.4669,1.0,0.4835,0.9474,0.5017,1.0,0.5926,1.0,0.5112
accélérer,0.3956,0.9474,0.5078,1.0,0.5843,1.0,0.5567,0.8889,0.5111
refus,0.515,1.0,0.4652,1.0,0.5725,1.0,0.4911,1.0,0.511
argent,0.42,0.9474,0.603,1.0,0.506,1.0,0.5142,1.0,0.5108
abaissement,0.3837,0.8889,0.4705,0.75,0.6409,0.9474,0.5475,0.9474,0.5106
alpe,0.4137,0.75,0.5657,0.8889,0.4805,0.6667,0.5827,0.75,0.5106
récent,0.5647,0.9474,0.464,1.0,0.5268,1.0,0.4859,1.0,0.5104
garder,0.3975,0.8889,0.5885,1.0,0.5193,1.0,0.5363,1.0,0.5104
sauvegarder,0.5058,1.0,0.4187,1.0,0.5484,1.0,0.5669,0.9474,0.51
fernand,0.4914,0.8235,0.5562,0.8235,0.4876,0.8235,0.5036,0.9474,0.5097
pauvre,0.4104,1.0,0.6561,1.0,0.5296,1.0,0.4424,1.0,0.5096
expert,0.4867,0.9474,0.581,0.8889,0.4941,0.8235,0.4762,0.8889,0.5095
prospère,0.5127,0.9474,0.5481,1.0,0.4847,0.9474,0.4922,1.0,0.5094
dégrader,0.4748,0.9474,0.5858,0.9474,0.5339,0.8889,0.4425,1.0,0.5093
former,0.5144,0.9474,0.5308,1.0,0.5582,1.0,0.4322,1.0,0.5089
réflexion,0.4365,1.0,0.5527,1.0,0.5443,1.0,0.5017,0.9474,0.5088
vente,0.5438,0.9474,0.4515,0.8235,0.5613,1.0,0.4784,1.0,0.5088
coup,0.5125,1.0,0.5938,0.9474,0.4135,0.9474,0.5149,1.0,0.5087
monique,0.458,0.9474,0.5893,0.9474,0.4623,1.0,0.5254,1.0,0.5087
partenaire,0.5377,1.0,0.5114,1.0,0.453,1.0,0.5321,1.0,0.5086
dramatique,0.4833,0.9474,0.4989,0.9474,0.4792,1.0,0.5727,0.9474,0.5085
immédiatement,0.383,1.0,0.4723,0.9474,0.5141,1.0,0.6639,1.0,0.5083
vocation,0.4426,0.5714,0.4747,0.8235,0.5399,0.8889,0.5761,1.0,0.5083
négociation,0.5257,1.0,0.5584,0.9474,0.5262,1.0,0.4227,1.0,0.5082
maintenir,0.5918,1.0,0.341,1.0,0.4327,0.9474,0.6668,1.0,0.5081
spécialiste,0.521,0.9474,0.4957,1.0,0.5508,0.9474,0.4647,0.9474,0.5081
effet,0.5535,0.9474,0.4041,1.0,0.5865,0.9474,0.4882,1.0,0.5081
perdre,0.3705,0.9474,0.4709,0.9474,0.6178,0.9474,0.5728,1.0,0.508
déviation,0.513,0.8889,0.4862,0.8889,0.5245,0.8889,0.5074,0.8889,0.5078
déposer,0.5577,0.9474,0.4552,1.0,0.5272,0.9474,0.4903,0.9474,0.5076
condamner,0.4991,1.0,0.4663,1.0,0.5347,0.9474,0.5303,1.0,0.5076
central,0.5048,0.9474,0.4912,1.0,0.4893,0.5714,0.5434,0.6667,0.5072
accepter,0.4357,1.0,0.53,1.0,0.5351,1.0,0.527,1.0,0.507
inférieur,0.367,0.8235,0.5547,0.6667,0.5228,0.8235,0.5813,0.9474,0.5064
déficit,0.462,0.9474,0.5189,0.9474,0.4875,0.9474,0.5572,0.9474,0.5064
proposition,0.4658,0.9474,0.517,1.0,0.5138,0.9474,0.5289,0.9474,0.5063
offset,0.5104,0.75,0.4989,0.9474,0.531,0.8235,0.485,1.0,0.5063
lille,0.3859,0.75,0.5842,0.9474,0.6016,0.8235,0.4532,0.8235,0.5062
obliger,0.4428,1.0,0.6348,1.0,0.4743,0.9474,0.4731,0.9474,0.5062
épargne,0.4945,0.9474,0.4892,1.0,0.5224,0.9474,0.5184,1.0,0.5061
brive,0.501,0.8889,0.5043,0.9474,0.5561,0.8889,0.4624,0.8889,0.506
marchand,0.4576,0.8889,0.4662,0.8889,0.6276,0.8889,0.4727,0.8889,0.506
point,0.497,1.0,0.4642,0.8889,0.5357,1.0,0.5266,1.0,0.5059
prise,0.4909,0.9474,0.509,0.9474,0.562,1.0,0.4616,1.0,0.5059
diriger,0.4164,0.9474,0.5821,1.0,0.4982,1.0,0.5262,1.0,0.5057
occuper,0.4405,0.8889,0.4422,1.0,0.6057,0.8889,0.5344,1.0,0.5057
étudiant,0.4314,0.9474,0.548,1.0,0.5694,1.0,0.4724,1.0,0.5053
janvier,0.3866,0.8235,0.5507,0.8889,0.5791,0.9474,0.5048,0.8889,0.5053
joie,0.5573,1.0,0.5118,0.9474,0.5047,0.9474,0.4475,1.0,0.5053
réaliser,0.5248,1.0,0.5115,1.0,0.4901,0.9474,0.4948,1.0,0.5053
compter,0.487,1.0,0.6095,1.0,0.4262,0.9474,0.4981,1.0,0.5052
aggravation,0.5065,0.8235,0.5472,1.0,0.5752,0.9474,0.3915,0.9474,0.5051
vétérinaire,0.4435,0.75,0.4925,0.8889,0.5149,0.8235,0.5692,0.8235,0.505
déclarer,0.4701,1.0,0.5461,1.0,0.4421,1.0,0.5618,0.9474,0.505
appel,0.433,0.9474,0.5902,1.0,0.6174,1.0,0.3783,1.0,0.5047
littoral,0.403,0.6667,0.5076,0.5714,0.627,0.8235,0.4807,0.8235,0.5046
porter,0.4162,1.0,0.5143,1.0,0.4814,1.0,0.6058,1.0,0.5044
maternel,0.4006,0.8889,0.4533,0.8889,0.6409,1.0,0.5228,1.0,0.5044
inviter,0.5471,0.9474,0.3864,0.8235,0.5345,0.9474,0.5498,0.8235,0.5044
remettre,0.5027,0.8889,0.4371,0.8889,0.5592,0.9474,0.5167,0.9474,0.5039
œuvre,0.3779,0.8889,0.499,0.9474,0.5667,0.8889,0.5716,0.9474,0.5038
pont,0.5919,1.0,0.4387,0.9474,0.5249,0.8889,0.4594,0.8235,0.5037
communauté,0.5307,0.8235,0.5671,0.8889,0.4879,0.8235,0.4288,0.8889,0.5036
solidaire,0.5998,1.0,0.4823,0.8235,0.4895,0.8889,0.4428,0.9474,0.5036
monnaie,0.3935,0.9474,0.5361,0.8235,0.5373,0.9474,0.5472,0.9474,0.5035
budget,0.4098,0.9474,0.5696,0.9474,0.6222,0.9474,0.4125,0.8889,0.5035
moselle,0.4427,0.9474,0.4756,0.9474,0.6047,0.9474,0.49,0.9474,0.5032
victime,0.4855,1.0,0.4195,0.8235,0.5398,0.8889,0.5678,1.0,0.5031
progrè,0.4623,1.0,0.5653,1.0,0.5208,1.0,0.4635,0.8889,0.503
lucien,0.4816,0.8889,0.4743,0.75,0.5625,0.8235,0.4936,0.75,0.503
épanouir,0.4359,0.8235,0.4488,0.9474,0.5586,0.9474,0.5681,1.0,0.5028
population,0.5103,0.9474,0.4928,0.8889,0.4713,1.0,0.5363,1.0,0.5027
facile,0.5648,1.0,0.4557,0.9474,0.475,1.0,0.5153,0.9474,0.5027
concurrent,0.5016,1.0,0.5189,0.9474,0.5224,0.9474,0.4676,0.9474,0.5027
yonne,0.4334,0.9474,0.4594,0.9474,0.5882,0.9474,0.5298,1.0,0.5027
important,0.5056,0.9474,0.4821,0.9474,0.5135,1.0,0.5091,1.0,0.5026
porte,0.4412,0.9474,0.5705,1.0,0.4537,1.0,0.5449,1.0,0.5026
éducatif,0.474,0.6667,0.4999,0.6667,0.5357,0.8889,0.4998,1.0,0.5024
lutte,0.3849,0.8235,0.4731,0.8235,0.5588,1.0,0.5909,0.9474,0.5019
insertion,0.4486,0.8235,0.4291,0.9474,0.5817,0.9474,0.548,0.8889,0.5019
acte,0.4094,0.9474,0.4942,0.8235,0.5323,0.8889,0.5715,0.8889,0.5019
enfance,0.3579,0.75,0.5738,0.9474,0.6099,1.0,0.4654,0.8889,0.5018
cotisation,0.5044,0.8889,0.5015,1.0,0.5363,0.9474,0.4646,1.0,0.5017
accord,0.5252,0.9474,0.4488,0.8235,0.4797,1.0,0.5531,1.0,0.5017
transformation,0.3877,0.9474,0.4926,0.9474,0.4825,1.0,0.6435,1.0,0.5016
chambre,0.4218,1.0,0.6271,1.0,0.4805,0.9474,0.4763,0.9474,0.5015
échec,0.4522,0.8889,0.4949,1.0,0.5331,1.0,0.5257,1.0,0.5015
étiquette,0.5308,0.8889,0.5158,0.9474,0.5121,1.0,0.4469,0.9474,0.5014
prospérité,0.5518,1.0,0.5465,1.0,0.4682,1.0,0.4374,1.0,0.501
patrimoine,0.552,0.8889,0.3658,0.8235,0.5039,0.8235,0.5824,1.0,0.501
compatriote,0.4359,0.8889,0.4306,0.8235,0.4838,0.8235,0.653,1.0,0.5008
projet,0.4546,1.0,0.5078,1.0,0.566,1.0,0.4748,1.0,0.5008
esprit,0.4851,1.0,0.4365,0.8235,0.491,0.8235,0.59,0.8889,0.5006
force,0.4688,0.8889,0.4153,1.0,0.4969,0.9474,0.6205,1.0,0.5004
oublier,0.5496,1.0,0.5674,1.0,0.3338,0.8889,0.5506,1.0,0.5003
atteindre,0.5111,0.9474,0.5211,0.9474,0.5411,0.9474,0.4265,1.0,0.4999
remise,0.5062,0.8889,0.5671,0.8235,0.4858,0.9474,0.4406,0.9474,0.4999
smic,0.4909,0.6667,0.566,0.75,0.4211,0.75,0.5212,0.8889,0.4998
législation,0.449,0.9474,0.5193,1.0,0.5314,1.0,0.4994,1.0,0.4998
priver,0.3475,0.8235,0.4452,0.8235,0.5234,1.0,0.6827,1.0,0.4997
chemin,0.4296,0.8235,0.4226,1.0,0.5718,0.9474,0.5743,1.0,0.4996
economiqu,0.3852,0.8889,0.5242,0.8235,0.5661,0.8889,0.523,1.0,0.4996
responsable,0.4921,1.0,0.4436,1.0,0.57,1.0,0.4927,1.0,0.4996
mensuel,0.4181,0.8235,0.3859,0.75,0.5635,1.0,0.6291,0.9474,0.4992
nice,0.5106,0.8889,0.5521,0.8235,0.483,0.8889,0.4497,0.8889,0.4988
collectivité,0.4296,0.8889,0.4605,0.9474,0.6336,1.0,0.4712,0.9474,0.4987
préservation,0.365,0.75,0.4748,0.75,0.5229,0.8889,0.6307,0.8889,0.4983
puissance,0.3541,0.8235,0.5625,1.0,0.6206,1.0,0.4542,0.8889,0.4979
auteur,0.4923,0.9474,0.5029,0.8889,0.3355,1.0,0.6611,0.8889,0.4979
produire,0.463,1.0,0.5059,0.9474,0.4881,1.0,0.5345,1.0,0.4979
outil,0.3603,0.8235,0.4366,0.8235,0.6267,0.9474,0.5679,1.0,0.4979
courage,0.5076,0.9474,0.3923,0.8235,0.5067,0.9474,0.5843,1.0,0.4977
sanitaire,0.4406,0.8889,0.5048,0.8889,0.5421,0.9474,0.502,1.0,0.4974
ménager,0.5324,0.9474,0.4468,1.0,0.4114,0.9474,0.5989,1.0,0.4974
appeler,0.508,1.0,0.3977,0.8889,0.4627,1.0,0.6209,1.0,0.4973
moyenne,0.461,0.8235,0.5133,0.8889,0.4737,0.9474,0.5407,1.0,0.4972
difficile,0.4494,1.0,0.5071,1.0,0.5009,1.0,0.5307,1.0,0.497
individuel,0.4302,0.8889,0.4257,0.8889,0.6239,1.0,0.5077,1.0,0.4969
créer,0.2816,0.75,0.4476,0.9474,0.6182,1.0,0.6395,0.8889,0.4967
dangereux,0.4413,1.0,0.5345,1.0,0.4972,1.0,0.5134,1.0,0.4966
manque,0.4551,0.9474,0.5875,0.9474,0.5164,0.9474,0.4253,0.9474,0.4961
terme,0.429,0.9474,0.4776,0.9474,0.4983,0.9474,0.5797,0.9474,0.4961
tourcoing,0.429,0.8889,0.5803,0.9474,0.4961,0.9474,0.4789,0.8889,0.4961
faillite,0.5227,0.9474,0.4902,0.9474,0.543,1.0,0.428,1.0,0.496
décision,0.4037,1.0,0.4897,0.9474,0.6234,0.8235,0.4661,0.9474,0.4957
concerner,0.4518,1.0,0.4449,0.9474,0.5525,0.9474,0.533,0.9474,0.4956
autour,0.4177,0.75,0.4797,0.8235,0.5877,0.8889,0.4973,0.9474,0.4956
adresse,0.3355,0.9474,0.524,0.9474,0.5988,1.0,0.5235,1.0,0.4955
fille,0.4379,0.5714,0.6604,0.75,0.4306,0.75,0.4528,0.75,0.4954
afrique,0.4506,0.8889,0.6099,1.0,0.4361,1.0,0.4845,0.8235,0.4953
stabilité,0.2797,0.8235,0.4869,0.8889,0.552,0.9474,0.6627,0.9474,0.4953
faible,0.3752,0.8889,0.5046,1.0,0.6179,1.0,0.4818,0.8889,0.4949
club,0.4997,0.8889,0.4647,0.9474,0.5473,0.8889,0.468,0.8889,0.4949
bloc,0.4197,1.0,0.5498,0.9474,0.5289,1.0,0.4775,1.0,0.494
habiter,0.5606,0.9474,0.4736,1.0,0.5096,0.9474,0.4318,0.8889,0.4939
parc,0.4285,0.75,0.5077,0.75,0.5661,1.0,0.4723,0.75,0.4937
sidérurgie,0.4801,0.9474,0.404,0.9474,0.5081,0.8889,0.5826,0.9474,0.4937
conduire,0.3916,0.9474,0.4794,0.9474,0.4519,1.0,0.6512,1.0,0.4935
partisan,0.441,1.0,0.5124,1.0,0.4436,1.0,0.5773,1.0,0.4935
subir,0.4334,1.0,0.519,1.0,0.4675,1.0,0.553,1.0,0.4932
